	populationquartile_2021	age0to14_percent	age65over_percent	deathrate_per1000	physicians_per1000	risk_impoverishing_surgicalcare_percent	healthexpenditure_percentofgdp	outofpocketexpenditure_percentcurrenthealthexpenditure	outofpocketexpenditure_over25percenthouseholdincome_percentofpeople	Density_Diff_2022_2016
28	0.3333333333333333	0.32723216831435054	0.22028753636674692	0.04615166145981259	0.2592388306674021	0.0010183299389002038	0.4469773170907474	0.37227546917059984	0.5037919307412052	0.9045101748442841
29	1.0	0.8322989239231233	0.0246922142279246	0.1566316387389946	0.0030712530712530715	0.7494908350305499	0.11879677272626499	0.2328557238379541	0.06333700410472128	0.544406321756514
30	0.3333333333333333	0.5443096724178152	0.1096035688574834	0.15506958250497016	0.2729278443564158	0.34012219959266804	0.16421077441958964	0.5271357450560659	0.05584593307187095	0.5931792857825288
31	0.0	0.11229469144645471	0.4770334823033873	0.2318943481965351	0.24007170435741865	0.0010183299389002038	0.3354538623903478	0.3359325496492187	0.12578222142135587	1.0
32	0.0	0.05776380920968516	0.7419746586789258	0.282874183470605	0.35400892543749685	0.0	0.41754534273244404	0.38589510797573967	0.21841189846436287	0.6645651422246541
33	0.3333333333333333	0.5077983878948162	0.09238183550335688	0.17310423175234313	0.47836333550619264	0.36252545824847254	0.11460063886967264	0.38735549354531434	0.10488550291907558	0.4548196832675032
34	0.6666666666666667	0.2995298626836851	0.3605342820850449	0.2083925021300767	0.140161961590533	0.15071283095723015	0.1359656520110752	0.5204636437161063	0.0699051589871354	0.4968031983643897
35	0.6666666666666667	0.7237237064664215	0.04477291880855627	0.08030389094007384	0.01032943890086747	0.5590631364562119	0.2947037312654851	0.10452562639393509	0.008228492234718991	0.5473173774580204
36	0.0	0.0892569769967334	0.47347299304261875	0.24027264981539342	0.3724991224991225	0.0	0.2238834503463626	0.07942346952630058	0.02030053574706584	0.6580359896287815
37	1.0	0.8945925911885637	0.03804190211428453	0.3693552967906846	0.006781828210399638	0.859470468431772	0.09894950379665421	0.43303011879345993	0.04675922376449244	0.5440131958586476
38	0.6666666666666667	0.739097402619266	0.043147957260262285	0.13511786424311278	0.018226946798375367	0.8156822810590632	0.1092345390741426	0.3597880815903147	0.04843569652570797	0.5487571702206505
39	0.0	0.120744060061999	0.7133166252153564	0.8011928429423459	0.4093792308078022	0.10386965376782077	0.30610917770959445	0.3990198865950285	0.4556024913852143	0.5214193252069678
40	0.3333333333333333	0.07611389209456876	0.7215510121849453	0.5313831297926727	0.39315800030085746	0.0	0.43861771813902817	0.10439259131123191	0.02263166093438734	0.5484610892292684
41	1.0	0.6605154153730094	0.04488076377544911	0.22926725362113032	0.008850223135937422	0.18431771894093688	0.09093573470572838	0.40511514008653116	0.006651469885988801	0.5424701542170773
42	1.0	0.8458775681271864	0.0316781257271435	0.2864953138312979	0.006117434688863259	0.6680244399185336	0.391602936918523	0.08378099800518038	0.030105043022167634	0.5405141766804279
43	0.3333333333333333	0.21334324756652379	0.4969291309435288	0.39484521442771947	0.6147520433234719	0.017311608961303463	0.494731916023214	0.1509302099104841	0.011084963266079238	0.5802142547106999
44	0.3333333333333333	0.730641530756102	0.045116217467083886	0.2208179494461801	0.018891340319911746	0.3054989816700611	0.08308410673226652	0.5129258977040415	0.2343899608308471	0.5671546658706117
45	0.6666666666666667	0.811251254219314	0.02397410791758177	0.16642999147969328	0.0	0.6863543788187374	0.3616310535601477	0.16811691027008083	0.07973833518960421	0.5432499654828481
46	0.6666666666666667	1.0	0.021775550710727037	0.27698097131496735	0.0009401795116080825	0.7331975560081466	0.24416918077314387	0.5260809001580871	0.07047230491448594	0.5427232205953025
47	0.6666666666666667	0.3997752086998536	0.21564310386108299	0.16451292246520877	0.17750589179160609	0.059063136456211814	0.26191065416408754	0.48754385392086863	0.07334862088422113	0.5591007528575453
48	0.3333333333333333	0.07976491564712362	0.6518158099325213	0.9218971882987786	0.3857619214762072	0.019348268839103868	0.448710508277126	0.4151894655171751	0.04033493966482056	0.6002646589964845
49	0.3333333333333333	0.09507565853866684	0.4125863265764314	0.5580800908832718	0.31625131625131625	0.015274949083503055	0.2924753144806871	0.3987040879345671	0.28397235340224525	0.7678099579749356
50	0.6666666666666667	0.13455296859638333	0.5278714165275153	0.6449872195399035	0.6461791104648248	0.0010183299389002038	0.2572931402753045	0.27619263956111034	0.04592448645498612	0.7404785584525005
51	1.0	0.8928650801881417	0.0	0.16515194547003698	0.016572230857945142	0.69959266802444	0.11862862360768267	0.43013121094936346	0.30075468722202253	0.5427218367202535
52	0.3333333333333333	0.10757555239810013	0.6868833775986587	0.389378017608634	0.5251090608233465	0.0	0.5361381471577619	0.13510548763709349	0.03740830567101145	0.5281367086467497
53	0.6666666666666667	0.5530911815278149	0.11744363473860484	0.05609201931269531	0.04000150428721857	0.18024439918533605	0.28114744834301636	0.6472442687557368	0.30133178172503683	0.5674407781878298
54	0.3333333333333333	0.22016959713226092	0.4830723762523889	0.176370349332576	0.41570977285263	0.0	0.31299930485206917	0.10505693765116067	0.03625708878690093	0.5210234863630342
55	0.3333333333333333	0.22292538587109623	0.3233960260010321	0.09308435103663737	0.3582836082836083	0.07433808553971487	0.3534942246430954	0.23497776891222844	0.0883785787686511	0.5117313595374422
56	0.6666666666666667	0.42388307225168464	0.1460940304078116	0.16841806305026985	0.09693877551020408	0.6140529531568228	0.16084717095329143	0.6708044398636911	0.1665960462384253	0.5998385016715021
57	0.3333333333333333	0.08834816423903574	0.7155448248737599	0.8295938653791538	0.6273003058717345	0.027494908350305502	0.33524765351768465	0.35677514122607257	0.21185065657687507	0.8734511599549521
58	0.3333333333333333	0.43900096594958304	0.1865030285925044	0.11864527122976426	0.16529609386752245	0.15784114052953158	0.3466075394001505	0.47133746266189946	0.15306241678937213	0.5924466417306076
59	0.3333333333333333	0.08907767623562945	0.5700181763130028	0.4887815961374611	0.4363937221080078	0.0	0.33202245404813163	0.19621562123601968	0.0011438797593537149	0.6223888262344812
60	1.0	0.9090229971764665	0.0072685780919204	0.275631922749219	0.0224138795567367	0.39714867617107946	0.030649433607374127	0.4203902980128645	1.0	0.5453450448782637
61	0.3333333333333333	0.3766495340700756	0.25538606516750445	0.2262141437091736	0.3552750338464624	0.07230142566191446	0.3461290704178633	0.30904029995426824	0.022179757829497923	0.5685367813534757
62	1.0	0.6899912215547139	0.021866701352290907	0.10146265265549559	0.015130622273479416	0.37067209775967414	0.17083617563021997	0.2591666178264356	0.09940471811903723	0.5495864928684715
63	0.6666666666666667	0.47043375601894144	0.20999421408410013	0.202073274637887	0.12461766033194603	0.11303462321792261	0.32962072461443165	0.2538883777792417	0.06242306054937305	0.0
64	0.3333333333333333	0.09066632519250944	0.7847967535760041	0.4319795512638456	0.5772200772200772	0.0	0.4814963113522319	0.17526978856656775	0.05059118055353482	0.7799269053125957
65	0.6666666666666667	0.39973014473522195	0.2176052559309155	0.08683612610053965	0.2738053452339167	0.15376782077393075	0.3905633858739591	0.33973069127967104	0.19379319088073474	0.551715259742871
66	1.0	0.37675287775749666	0.12435254099227602	0.11417211019596707	0.07532718247003961	0.4460285132382892	0.02725905564958092	0.85160020227828	0.6763288205477568	0.5439719152370672
67	0.3333333333333333	0.06437219803156297	0.7396075045250063	1.0	0.5229027729027729	0.03258655804480652	0.3434274128784572	0.4388609137308422	0.24411839704709248	0.8926652480253074
68	1.0	0.09764121387033792	0.5733688604365057	0.8508946322067595	0.37061876347590633	0.00814663951120163	0.34155377257774566	0.5876017374629421	0.09033124680333729	0.7117090193694158
69	0.3333333333333333	0.05907892470356668	0.7363157995230192	0.7230900312411247	0.3715338715338715	0.0010183299389002038	0.333382553949463	0.10198557882705653	0.018356670012914474	0.7081542645317689
70	0.6666666666666667	0.8537021179110962	0.015661081869483673	0.2693836978131213	0.0072957930100787235	0.5519348268839105	0.23029751252422714	0.3864520556088483	0.031253010654073064	0.5510096706665952
71	0.6666666666666667	0.5319707205226787	0.07607926809370691	0.0	0.2868048939477511	0.07535641547861507	0.3745063606786839	0.3325226410138383	0.018106854329657685	0.5984973730454457
72	0.3333333333333333	0.4517846793493141	0.1457747712030254	0.08342800340812273	0.20416938274081134	0.3268839103869654	0.43044958455326043	0.38299423950119565	0.7289343503050933	0.5586254615509298
73	1.0	0.72957471376354	0.06402894245455307	0.2223090031241125	0.0283307426164569	0.4725050916496945	0.16959255889815722	0.7867814584239105	0.26574667845795796	0.5524323829704136
74	0.3333333333333333	0.21440681561813402	0.50771743116597	0.6269525702925306	0.8828410971268115	0.12627291242362526	0.31150973191371445	0.5343160685049324	0.7799558129814775	0.9194551911123913
75	0.6666666666666667	0.32066701643085493	0.26893144839468536	0.16628798636750924	0.1587900516471945	0.00814663951120163	0.33200972433186493	0.4261820383183901	0.18740762710344652	0.578369063851613
76	0.3333333333333333	0.053725971200942024	0.6190223541299347	0.5068162453848339	0.26648448077019504	0.012219959266802444	0.4743874730831231	0.32104770413738265	0.10907905127378219	0.7394649545334586
77	0.6666666666666667	0.8053455541804568	0.04186330325703294	0.11111900028401023	0.006556185127613699	0.2820773930753564	0.13953916572002967	0.5860296082041438	0.013277777145197775	0.5588717104729756
78	1.0	0.43795702568658057	0.13566267397225285	0.38760295370633346	0.09483277340420197	0.280040733197556	0.4784910563452941	0.03129937355175264	0.007428614702207541	0.616829693541858
79	1.0	0.258053480063126	0.2766353676496442	0.12709457540471464	0.4773980845409417	0.11608961303462323	0.3831530933224828	0.14352736776442224	0.17679731652734948	0.6304608217910358
80	0.6666666666666667	0.7802914117599509	0.033680125708816844	0.41117580232888395	0.015857694429123	0.4908350305498982	0.08276622068261452	0.4182937827717818	0.2685039914693675	0.5466225074816331
81	1.0	0.33280400814682	0.260135346655078	0.12397046293666575	0.09830516973374115	0.07739307535641547	0.21328049701105484	0.30610238523883193	0.08938466934932802	0.48443251380185137
82	1.0	0.3813519240363802	0.22175347163170006	0.08151093439363821	0.0871233014090157	0.13034623217922608	0.219640067667554	0.5348397062391197	0.5149522943305188	0.5896640911213965
83	0.6666666666666667	0.4537591635192384	0.23068822508310033	0.3325759727350185	0.49443413729128016	0.0010183299389002038	0.047954085408956626	0.37629088563842455	0.0073649968341881105	0.6978180116588226
84	0.6666666666666667	0.12589451144815056	0.6580986658707242	0.5029821073558649	0.7420899563756705	0.0	0.583824809095492	0.18413515325917562	0.10974468448546135	0.792170710817995
85	1.0	0.2924507637553245	0.23221501912693965	0.17949446180062484	0.09932056360627788	0.19450101832993894	0.21563595080703163	0.4876017813046474	0.13700863921538553	0.63312624595513
86	0.6666666666666667	0.18931828969041153	0.5429365668178718	0.16927009372337404	0.4667928596500025	0.0	0.5330704782675214	0.15729371830488112	0.029744770436014104	0.4795243403002222
87	0.6666666666666667	0.058542379946366685	0.6964955279389329	0.7514910536779326	0.42266710123852985	0.007128309572301425	0.29057364932687846	0.30643481558081004	0.02259912262559339	0.5520807692771997
88	0.6666666666666667	0.01612586220179013	0.7920594820962437	0.5739846634478841	0.6613724113724113	0.0020366598778004076	0.5072374443615135	0.3345194176002242	0.26369897080036814	0.5077896052957052
89	1.0	0.16683537416323846	0.5240610407593984	0.7585913092871345	0.552035802035802	0.029531568228105907	0.24279764986991137	0.4094773285222998	0.0700227690645405	0.8687133975784516
90	0.6666666666666667	0.03083750413780534	0.773025185696611	0.588185174666288	0.7760116331544903	0.0020366598778004076	0.39190085191480883	0.3923720304528207	0.1278419187794186	0.7040037886198807
91	0.6666666666666667	0.09507667265896402	0.6904550301355563	0.581084919057086	0.5114451185879758	0.0	0.3916843813598908	0.13487002828909297	0.001960081470681433	0.6496135605983152
92	1.0	0.46307465257425784	0.13900518443416027	0.14647827321783585	0.07077671363385649	0.17311608961303462	0.1357592810545007	0.5562581414689483	0.1113735944599487	0.5616681834835907
93	0.6666666666666667	0.18097897190711054	0.40051180259702795	0.172678216415791	0.645163716592288	0.08655804480651731	0.4937030162071121	0.3632632751783238	0.1655588343281608	0.7375764529704023
94	1.0	0.0799912281277157	0.6504540513796766	0.6165861971030957	0.2937120794263651	0.0	0.29716615431374754	0.2119577974161458	0.10341447768381255	0.6705525697920243
95	1.0	0.2950738771210021	0.2036001166051596	0.09500142005112183	0.18803590232161663	0.03258655804480652	0.11862302217839243	0.38498583100993317	0.008219368623706532	0.6118770521165047
96	1.0	0.143675077251888	0.6308575590537131	0.46038057370065333	0.7255051897909041	0.0	0.5496358163155225	0.1706730629281622	0.02740337937893215	0.6141614964615157
97	1.0	0.32206629854368163	0.35568064776116753	0.26171542175518325	0.49570024570024573	0.04378818737270876	0.5057807996550875	0.300298871353592	0.2014399255941327	0.9017978131712752
98	1.0	0.3371923427639679	0.17948827881731827	0.06525134904856578	0.194128265556837	0.16089613034623218	0.3151310147478611	0.4452365092098846	0.27563738690799977	0.9458602650688517
99	0.6666666666666667	0.08643661186754964	0.6612368954993839	0.81539335416075	0.3691646191646192	0.004073319755600815	0.24933459276437014	0.1927599788441974	0.17374294314332778	0.39897730564171596
100	1.0	0.09341547117511284	0.6199598369907318	0.2970746946890088	0.30169733741162313	0.0	0.5966572239076988	0.14423420137027668	0.0619900095334827	0.6448559052353623
101	1.0	0.10820794762052566	0.4318197295052905	0.28408122692416926	0.11069046783332497	0.04073319755600815	0.11616990261043803	0.06775515203165683	0.019691814653737857	0.5840899425234666
102	1.0	0.35465108634484477	0.21811342819607088	0.15861971030957123	0.6034448177305319	0.05295315682281059	0.22812572976493406	0.4774240274132239	0.016253778084066993	0.7269767104493026
103	1.0	0.5999424205031301	0.08943894034828379	0.2078954842374326	0.13564909993481422	0.3197556008146639	0.08830279189142351	0.620538952499053	0.03776426627055512	0.5626814770646129
104	1.0	0.05227353094111209	0.6860047764289714	0.46038057370065333	0.5006894649751792	0.0010183299389002038	0.4800422000582022	0.22869408671089364	0.08793545868566786	0.6169798709924428
105	1.0	0.16032312018952677	0.5630369879400792	0.4532803180914514	0.32189239332096475	0.0020366598778004076	0.9999999999999999	0.10010958613849116	0.05846283099472523	0.6635321131993102
106	1.0	0.3582427409342911	0.16861301446291085	0.18822777619994324	0.05381587524444667	0.10692464358452139	0.055954703229241176	0.38728476511839505	0.06794033899018503	0.5563627309485489
107	1.0	0.3624790299440346	0.1784993631946793	0.24034365237148547	0.111856290427719	0.2454175152749491	0.06339224086037526	0.6324563587236478	0.5226348808670113	0.6047251304458963
108	1.0	0.0	0.5454045014847877	0.1408690712865664	0.2973975831118688	0.0	0.41412130580307127	0.33197468827806703	0.2281923508305565	0.8403625009720731
109	1.0	0.5784245692158497	0.12812344133248885	0.13007668276057943	0.08906633906633905	0.09877800407331976	0.18092532909568443	0.7300161100631951	0.4874662666672531	0.620105699851569
110	1.0	0.013888806726364833	0.8092481318318292	0.6165861971030957	1.0	0.0010183299389002038	0.4484724104164366	0.24710453275005873	0.08473681609391168	0.5931647543734587
111	1.0	0.1429216851368692	0.3897545002329754	0.22394206191422894	0.2436945294088151	0.062118126272912425	0.2224885711875937	0.39302166165504954	0.7354226812222723	0.682582424575638
112	1.0	0.21952296934852256	0.2970285019383366	0.1915648963362681	0.2851627137341423	0.1364562118126273	0.5113107621988713	0.2662704913833917	0.1487623090278625	0.6463325014820063
113	1.0	0.04749788017334322	0.748143127573208	0.5668844078386823	0.5344983202126059	0.0	0.6547330947682442	0.11853807585599113	0.005428774273023497	0.8172356495846518
114	1.0	0.0008257944019459673	1.0	0.5100823629650668	0.3063480920623778	0.0	0.5897957011704581	0.11965195765129347	0.15035038847340434	0.9555000546279977
115	1.0	0.6716279309602462	0.05489667658526062	0.0561630218687873	0.08425261996690567	0.12830957230142567	0.1629967740956697	0.5750865544864872	0.06769834882361106	0.5014203763917026
116	1.0	0.8327758663085749	0.02791905756026987	0.532945186026697	0.043223186080328935	0.31160896130346233	0.06424445082540503	0.8252421711089388	0.32660583817523126	0.49499823366134615
117	1.0	0.3031964199836482	0.2725618540895034	0.11133200795228632	0.22197011482725768	0.018329938900203666	0.15396522700526682	0.16842233877524584	0.02693547501225649	0.7095151058889007
